add,keep,del
3.12539430186489,52.76993052985899,65.23270295939344
8.452041570508468,64.28216790668836,67.45021645021644
0.0,35.83097235843232,41.991534263353046
0.0,20.650894504143118,65.26808109334164
12.571428571428573,55.249018830899274,60.60919897312892
1.2195121951219512,15.454545454545453,80.03322259136212
2.667534157449577,8.256880733944955,66.07194498229826
1.5625,6.299212598425198,80.63717117217747
2.941176470588235,6.741573033707865,61.40907267882305
4.976851851851852,8.536585365853659,73.44824073974607
0.0,0.0,75.82623755171728
0.0,7.142857142857142,76.35202209599565
0.0,8.737864077669903,85.38578848271858
0.0,10.941232680363116,68.89810601788855
0.0,3.4090909090909087,24.319310164619807
2.5,5.88235294117647,78.1035789655024
2.2727272727272725,10.0,87.12665460705774
5.263157894736841,4.081632653061225,71.48296749032947
0.0,7.526881720430108,55.952122164460775
3.3333333333333335,7.075471698113206,54.15032373454548
0.0,3.7037037037037033,54.46226882243895
2.173913043478261,3.0927835051546393,74.21137521222411
0.0,3.296703296703297,51.167536821840464
0.0,8.745534141800434,57.5420459223442
0.0,2.142857142857143,57.819639091629874
0.0,0.0,54.798202135456606
1.9230769230769231,1.96078431372549,59.91479742653452
0.0,6.185567010309279,68.13575206688549
4.0,3.645833333333333,67.73900592961365
0.0,9.0,44.129843026948556
3.067765567765568,5.217391304347826,35.34959732568673
0.0,4.10958904109589,84.32730325458306
0.0,12.5,76.74277094930324
0.0,6.521739130434784,86.90362145122319
2.7777777777777777,3.211009174311926,76.45590979624225
0.0,0.0,35.25807542678553
0.0,3.03030303030303,71.71209641832712
0.0,13.043478260869565,64.64577820858767
0.0,6.93069306930693,76.32414674092331
1.923076923076923,2.2727272727272725,79.51274591482326
2.0833333333333335,8.49056603773585,80.61455893971856
1.9230769230769231,2.222222222222222,69.66190570591918
2.9411764705882355,3.4246575342465753,51.64974180937778
0.0,4.166666666666667,80.33114289395697
0.0,7.638888888888889,71.30869133188462
0.0,7.142857142857142,86.46577258192502
2.3809523809523805,3.448275862068966,87.42404366424262
0.0,6.666666666666667,73.22174404285842
0.0,7.8125,76.07018920928695
2.0833333333333335,4.477611940298507,79.6560922855083
0.0,11.604526212959946,75.32645377228657
